# Cross-Framework Mapping BSI C5:2026 <-> ISO/IEC 27001:2022
# License: CC-BY 4.0
# Source: BSI C5:2026 final catalogue crosswalk (April 2026), validated against ISO 27002:2022 guidance.
# Curator: Senior-GRC-Consultant (rewritten 2026-04-17 for loader-native IDs).
# Scope: ORP policy domain plus C5:2026 specifics (Container, Supply-Chain, PQC, Cloud, AI).
#
source_framework,source_requirement_id,target_framework,target_requirement_id,mapping_percentage,mapping_type,confidence,bidirectional,rationale,source_catalog,validated_at,validated_by,provenance_url
BSI-C5-2026,C5-2026-PQC-2,ISO27001,A.8.24,80,partial,high,false,Cryptographic agility — A.8.24.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-CFC-1,ISO27001,A.8.27,75,partial,high,false,Trusted execution environments — A.8.27 secure architecture.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-CFC-2,ISO27001,A.8.24,80,partial,high,false,Memory encryption — A.8.24 use of cryptography.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-ECS-1,ISO27001,A.8.22,90,partial,high,true,Multi-tenant isolation — A.8.22.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-ECS-4,ISO27001,A.8.20,90,partial,high,false,Network isolation — A.8.20.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-EUCS-1,ISO27001,A.5.36,85,partial,high,true,EUCS Substantial compliance — A.5.36 compliance with standards.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-EUCS-2,ISO27001,A.5.14,85,partial,high,false,EU data residency — A.5.14 information transfer jurisdiction.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-EUCS-3,ISO27001,A.5.14,85,partial,high,false,Cross-border data transfer controls — A.5.14.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-NIS2-1,ISO27001,A.6.8,90,partial,high,true,NIS2 incident reporting — A.6.8.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-NIS2-2,ISO27001,A.5.21,95,full,high,true,Supply chain risk management (NIS2) — A.5.21.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-NIS2-3,ISO27001,A.5.4,85,partial,high,true,Cybersecurity governance (NIS2) — A.5.4 management responsibilities.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-ISO-1,ISO27001,A.5.7,95,full,high,true,Threat intelligence — A.5.7.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-ISO-2,ISO27001,A.5.23,95,full,high,true,Cloud services security — A.5.23.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-AI-1,ISO27001,A.8.26,75,partial,medium,false,AI model security — A.8.26 application security requirements; AI Act covers fuller scope.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-AI-2,ISO27001,A.5.12,75,partial,medium,false,Training data security — A.5.12 classification + A.8.12 data leakage prevention.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-CSA-1,ISO27001,A.8.25,85,partial,high,true,DevSecOps integration — A.8.25.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
BSI-C5-2026,C5-2026-CSA-2,ISO27001,A.8.9,85,partial,high,true,Infrastructure as Code security — A.8.9 configuration management.,bsi_c5_2026_iso_crosswalk,2026-04-17,Senior-GRC-Consultant,https://www.bsi.bund.de/EN/Topics/CloudComputing/Compliance_Criteria_Catalogue/C5_NewReleases/C5_NewReleases_node.html
